FID,SCD,STR_NAME,BEZANZ,BEZLISTE,GUELTIG_AB,GIP_OBJECTID,NAMECAT,NAMECAT_NAME
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31d1,02680,Krummbaumgasse,1,2,1973-01-05,10002614,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31d2,03431,Nordwestbahnstraße,2,2|20,1874-06-30,10003355,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31d3,05081,Viktor-Kutschera-Platz,1,14,1960-05-04,10004976,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31d4,03893,Reichmanngasse,2,14|16,1936-03-28,10003812,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31d5,00544,Bossigasse,1,13,1907-03-13,10000528,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31d6,02139,In der Hagenau,1,13,1947-12-02,10002083,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31d7,05285,Wienerfeldgasse,1,10,1909-05-04,10005178,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31d8,02583,Kolschitzkygasse,1,4,1862-06-30,10002519,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31d9,03535,Otto-Bauer-Gasse,1,6,1949-02-15,10003457,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31da,04509,Siebensterngasse,1,7,1945-06-30,10004410,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31db,04022,Rosenbursenstraße,1,1,1902-03-13,10003938,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31dc,06398,Hans-Pemmer-Weg,1,2,1997-05-16,10006219,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31dd,04033,Rosenweg,1,19,1973-01-05,10003948,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31de,04202,Schatzlsteig,1,19,1937-04-03,10004113,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31df,00070,Allerheiligenplatz,1,20,1905-11-22,10000067,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31e0,04877,Theophil-Hansen-Gasse,1,23,1973-01-05,10004776,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31e1,05468,Zippererstraße,1,11,1904-06-30,10005358,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31e2,00410,Belvederegasse,1,4,1860-01-01,10000396,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31e3,05202,Weidelstraße,1,10,1956-06-20,10005097,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31e4,04627,Spitzackergasse,1,17,1888-06-30,10004528,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31e5,02489,Klederinger Straße,1,10,1956-06-20,10002427,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31e6,02827,Leibenfrostgasse,1,4,1875-06-30,10002761,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31e7,04183,Schachnerstraße,1,22,1959-04-15,10004096,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31e8,05807,Adolf-Czettel-Gasse,1,16,1998-10-20,10005666,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31e9,18182,Penzinger Wiese,1,13,1973-01-05,10009896,20081,Wiese
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ea,18184,Auhofer Kleine Stockwiese,1,13,2012-06-21,10009898,20081,Wiese
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31eb,18187,Mooswiese,1,13,1973-01-05,10009901,20081,Wiese
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ec,18188,Nikolaiberg,1,13,1973-01-05,10009902,10060,Berg
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ed,15095,Badeteich Süßenbrunn,1,22,1997-09-23,10009101,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ee,15102,Neue Donau,2,21|22,1984-05-07,10009104,2013,Fließgewässer
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ef,15105,Heschteich,1,14,2005-06-02,10454212,62,"Stehendes Gewässer (See, Teich)"
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31f0,10690,Lianenbrücke,1,22,1989-07-18,10007967,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31f1,10691,Donauparksteg,1,22,1989-07-18,10007968,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31f2,02739,Messestraße,1,2,1997-10-10,10002673,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31f3,03639,Pettenkofengasse,1,3,1889-09-17,10003559,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31f4,02399,Kaschauerplatz,1,22,1953-11-04,10002340,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31f5,01262,Franz-Glaser-Gasse,1,17,1894-01-01,10001221,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31f6,01715,Haebergasse,1,12,1894-01-01,10001666,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31f7,02993,Lützowgasse,1,14,1894-06-30,10002925,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31f8,00545,Bowitschgasse,1,13,1883-01-01,10000529,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31f9,04907,Tinterstraße,1,14,1934-10-13,10004806,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31fa,03829,Rädtnergasse,1,16,1897-07-17,10003748,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31fb,01638,Grüllemeiergasse,1,16,1856-01-01,10001590,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31fc,02186,Jara-Benes-Gasse,1,21,1964-02-19,10002129,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31fd,01502,Giselhergasse,1,15,1912-09-17,10001457,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31fe,00507,Blumenbindergasse,1,22,1960-09-28,10000491,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ff,05845,Straße der Menschenrechte,1,22,1982-11-23,10005698,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3200,01063,Engelshofengasse,1,23,1973-01-05,10001026,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3201,01558,Gottfried-Keller-Gasse,1,3,1919-09-24,10001513,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3202,10012,Friedensbrücke,2,9|20,1973-01-05,10007301,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3203,00341,Bahnhofstraße,1,14,1973-01-05,10000330,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3204,03224,Mittelgasse,1,6,1862-06-30,10003152,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3205,03136,Maxingstraße,1,13,1894-06-30,10003065,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3206,03587,Pater-Schwartz-Gasse,1,15,1936-06-28,10003508,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3207,04089,Rumplerweg,1,16,1936-05-23,10004003,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3208,03597,Paul-Katzberger-Gasse,1,23,1965-06-02,10003518,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3209,04154,St.-Hubertus-Gasse,1,13,1973-01-05,10004067,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_320a,05371,Wolfengasse,1,1,1973-01-05,10005261,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_320b,04411,Schwarzenbergstraße,1,1,1825-06-30,10004314,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_320c,01362,Fugbachgasse,1,2,1973-01-05,10001319,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_320d,03292,Mühlbachergasse,1,13,1930-06-13,10003220,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_320e,09124,Blaschkagasse,1,10,2002-03-05,10006553,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_320f,04504,Siebenbrunnenplatz,1,5,1904-06-30,10004406,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3210,02669,Kronesgasse,1,19,1930-08-20,10002603,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3211,03243,Mölker Gasse,1,8,1862-06-30,10003171,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3212,05235,Weißgasse,1,17,1894-06-30,10005128,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3213,01645,Grüne Stube,1,14,1957-10-02,10001597,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3214,02838,Leitenwaldplatz,1,13,1924-04-01,10002772,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3215,02349,Kapellenweg,1,22,1934-01-29,10002290,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3216,03178,Meranerweg,1,23,1967-02-21,10003106,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3217,02793,Laurentiusplatz,1,14,1912-12-17,10002727,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3218,03290,Müchgasse,1,11,1895-08-06,10003218,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3219,02121,Ignazgasse,1,12,1973-01-05,10002066,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_321a,00845,Döblergasse,1,7,1907-08-07,10000815,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_321b,00419,Bennoplatz,1,8,1862-01-01,10000405,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_321c,00019,Adamsgasse,1,3,1881-01-01,10000018,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_321d,06018,Slamastraße,1,23,1982-10-07,10005856,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_321e,09970,Riegermühle,1,23,1972-01-11,10007264,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_321f,05643,Angoraweg,1,22,1984-11-08,10005519,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3220,09650,Elise-Richter-Weg,1,21,2008-03-04,10006988,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3221,01474,Gerunggasse,1,16,1897-07-17,10001429,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3222,10023,Freudenauer Hafenbrücke mittleres Tragw.,2,2|11,1973-01-05,10007312,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3223,05154,Walkergasse,1,21,1956-10-17,10005049,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3224,01193,Fillgradergasse,1,6,1906-03-30,10001153,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3225,00100,Altmannsdorfer Anger,1,12,1908-01-24,10000096,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3226,09338,Doderergasse,1,21,1970-12-01,10006720,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3227,00234,Anzengruberstraße,1,14,1973-01-05,10000223,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3228,02250,Josef-Kainzmayer-Gasse,1,22,1973-01-05,10002191,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3229,01223,Florian-Berndl-Gasse,1,22,1960-10-19,10001183,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_322a,02856,Leopoldsdorfer Straße,1,10,1973-01-05,10002790,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_322b,06003,Lichtblaustraße,1,22,1990-01-18,10005841,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_322c,02359,Karl-Aschenbrenner-Gasse,1,21,1959-09-02,10002300,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_322d,02373,Karl-Leeder-Gasse,1,14,1960-09-28,10002314,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_322e,01644,Grünentorgasse,1,9,1862-01-01,10001596,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_322f,00063,Alexander-Nehr-Gasse,1,9,1962-05-16,10000060,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3230,02817,Leebgasse,1,10,1894-06-30,10002751,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3231,01113,Ettenreichgasse,1,10,1875-01-01,10001074,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3232,00238,Apollogasse,1,7,1903-10-06,10000227,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3233,01828,Haspingergasse,1,8,1858-01-01,10001777,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3234,03754,Prechtlgasse,1,9,1886-06-30,10003674,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3235,05509,Ada-Christen-Gasse,1,10,1968-09-03,10005397,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3236,05572,Zülowgasse,1,10,1968-09-03,10005456,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3237,03828,Rädda-Barnen-Platz,1,10,1951-06-06,10003747,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3238,12294,Wallenberggasse,1,22,2000-04-11,10379764,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3239,06424,Franz-Salmhofer-Platz,1,9,1998-03-10,10006245,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_323a,04233,Scheunenstraße,1,10,1973-01-05,10004144,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_323b,03719,Pötzleinsdorfer Höhe,1,18,1907-07-25,10003639,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_323c,02068,Holzhausergasse,1,2,1973-01-05,10002013,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_323d,10547,Kleine Wegbrücke,1,17,1989-06-02,10007824,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_323e,05365,Wodiczkagasse,1,22,1954-05-19,10005255,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_323f,02233,Johann-Treixler-Gasse,1,21,1933-09-11,10002175,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3240,00039,Ahornergasse,1,7,1938-02-12,10000038,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3241,02854,Leopoldigasse,1,23,1894-06-30,10002788,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3242,12534,Maria-Andergast-Weg,1,22,1996-01-18,10008607,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3243,01429,Geistingergasse,1,19,1928-09-26,10001386,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3244,00718,Cobdengasse,1,1,1973-01-05,10000693,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3245,02962,Loquaiplatz,1,6,1903-10-23,10002894,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3246,01753,Haindlgasse,1,11,1904-06-03,10001703,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3247,02433,Kerbelgasse,1,14,1953-06-03,10002374,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3248,09245,Grohmannstraße,1,22,1984-05-07,10006655,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3249,04285,Schloßallee,2,14|15,1919-09-24,10004190,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_324a,01211,Fitzweg,1,22,1973-01-05,10001171,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_324b,09655,Chrastekgasse,1,2,2002-06-04,10006993,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_324c,05347,Winklergasse,1,17,1920-06-30,10005238,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_324d,03064,Mareschplatz,1,15,1920-10-21,10002994,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_324e,05133,Waidhausenstraße,1,14,1908-12-26,10005028,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_324f,02285,Julius-Payer-Gasse,1,22,1973-01-05,10002226,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3250,00290,Auerspergstraße,2,1|8,1973-05-01,10000279,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3251,00267,Aschbachgasse,1,23,1961-10-18,10000256,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3252,02260,Josef-Pommer-Gasse,1,13,1934-01-08,10002201,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3253,02551,Königgasse,1,13,1924-04-01,10002488,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3254,02442,Keylwerthgasse,3,17|18|19,1962-02-07,10002383,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3255,02261,Josef-Prokop-Straße,1,14,1973-01-05,10002202,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3256,00163,Amundsenstraße,2,14|17,1930-07-02,10000153,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3257,02180,Jakob-Puggl-Weg,1,14,1956-10-17,10002123,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3258,02750,Lammgasse,1,8,1780-06-30,10002684,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3259,03742,Pouthongasse,1,15,1973-01-05,10003662,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_325a,00400,Beingasse,1,15,1864-01-01,10000386,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_325b,05562,Max-Hegele-Weg,1,12,1969-05-06,10005447,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_325c,01837,Hauffgasse,1,11,1894-01-01,10001786,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_325d,02317,Kaiser-Ebersdorfer Straße,1,11,1894-01-01,10002258,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_325e,12446,Tamariskenzeile,1,22,2003-11-07,10008523,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_325f,06002,Dassanowskyweg,1,22,1997-01-17,10005840,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3260,03758,Preindlgasse,1,13,1909-04-06,10003678,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3261,02244,Josef-Gangl-Gasse,1,13,1932-06-13,10002186,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3262,02356,Kardinal-Piffl-Gasse,1,13,1946-05-14,10002297,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3263,05021,Unterer Weisleitenweg,1,19,1961-03-03,10004919,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3264,02014,Högelmüllergasse,1,5,1875-01-01,10001959,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3265,03160,Meinhartsdorfer Gasse,1,15,1894-06-30,10003088,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3266,09982,Litfaßstraße,2,3|11,1983-09-15,10007276,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3267,03433,Nothartgasse,1,13,1911-06-23,10003357,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3268,01439,Genochplatz,1,22,1910-07-21,10001396,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3269,03753,Präuscherplatz,1,2,1963-09-04,10003673,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_326a,00137,Am langen Felde,1,22,2002-03-05,10000129,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_326b,01464,Gernotgasse,1,15,1912-09-17,10001419,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_326c,04005,Romanogasse,1,20,1899-03-15,10003922,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_326d,06141,Ackerweg,1,21,2011-03-01,10005971,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_326e,02423,Kellermanngasse,1,7,1910-05-20,10002364,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_326f,09505,Edi-Finger-Straße,1,21,2006-10-03,10006854,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3270,06353,Am Rollerdamm,1,21,1995-09-21,10006176,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3271,09494,Winkeläckerweg,1,21,2003-09-09,10006845,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3272,03220,Minzengasse,1,22,1953-06-03,10003148,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3273,02779,Larwingasse,1,22,1953-04-15,10002713,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3274,03873,Rautenweg,1,22,1953-06-03,10003792,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3275,00069,Allerheiligengasse,1,20,1908-04-09,10000066,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3276,02355,Kardinal-Nagl-Platz,1,3,1914-09-17,10002296,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3277,04325,Schönbrunner Graben,2,17|18,1962-02-07,10004230,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3278,01936,Hernalser Hauptstraße,1,17,1894-01-01,10001882,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3279,03869,Rauhensteingasse,1,1,1755-01-01,10003788,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_327a,06107,Karl-Schäfer-Straße,1,21,1987-10-08,10005938,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_327b,03324,Murmanngasse,1,22,1909-06-30,10003252,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_327c,05724,Gegenbauerweg,1,21,1973-01-23,10005588,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_327d,03637,Petrus-Klotz-Gasse,1,17,1973-01-05,10003557,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_327e,12116,Carl-Schlechter-Weg,1,22,1995-11-09,10008224,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_327f,01172,Ferdinand-Frey-Weg,1,14,1965-03-03,10001133,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3280,01108,Eßlinger Hauptstraße,1,22,1973-01-05,10001069,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3281,04823,Taglieberstraße,1,23,1973-01-05,10004722,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3282,09949,Floristenweg,1,22,1993-04-01,10007244,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3283,03084,Marilaungasse,1,3,1900-06-15,10003013,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3284,02863,Lerchenfelder Straße,2,7|8,1862-06-30,10002797,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3285,10340,Durchlaß Praterstern,1,2,1755-01-01,10007620,10071,lokaler (interner) Straßenname
